f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16
B,B,C,I,I,F,C,D,M,P,B,L,B,M,B,L
K,D,B,D,D,F,B,K,E,M,K,F,K,C,K,F
B,N,H,F,I,M,M,E,F,J,C,F,E,F,D,F
B,F,C,C,I,M,F,E,M,L,M,F,K,F,I,M
K,D,I,K,K,H,P,B,B,L,M,B,D,L,I,M
I,K,B,I,K,F,M,I,L,C,C,F,K,F,C,F
I,F,B,C,K,M,H,J,H,M,A,F,I,L,E,F
L,J,M,F,H,L,H,H,I,L,C,F,B,L,F,F
H,N,H,F,B,D,O,B,B,N,P,F,E,F,K,C
H,L,H,M,I,I,F,H,F,N,P,A,D,L,I,M
C,M,M,H,B,B,F,H,M,L,F,L,I,L,I,H
K,I,I,K,K,F,M,C,B,L,H,F,K,F,K,F
C,M,C,H,I,B,O,I,I,L,N,M,I,L,D,M
C,L,H,M,K,K,O,H,B,N,O,M,I,P,D,F
I,P,H,F,B,O,I,K,K,L,K,F,K,C,K,F
H,L,H,C,K,M,M,G,E,M,C,F,I,F,E,F
K,L,I,M,D,J,I,C,H,J,D,L,E,M,E,F
M,N,L,F,F,C,M,M,H,M,M,C,B,M,B,F
C,L,C,C,I,I,P,I,M,N,N,C,D,N,I,H
F,G,C,F,B,F,I,I,K,M,B,N,H,H,B,M
B,P,I,H,K,L,C,H,B,N,B,P,I,F,F,A
C,P,M,F,B,F,M,H,L,N,B,M,K,M,H,L
K,B,I,I,K,C,M,H,H,P,M,P,K,L,B,L
B,L,B,M,D,E,D,C,C,E,E,C,E,F,E,F
F,C,C,L,B,M,F,B,I,C,N,H,B,N,C,C
C,N,L,F,H,C,L,D,M,C,O,L,K,N,K,F
H,N,H,C,B,M,M,B,F,N,H,F,I,M,L,P
B,L,H,C,B,H,F,M,C,L,F,J,K,P,B,P
F,J,M,F,B,F,C,B,P,P,I,P,I,C,L,L
K,F,B,C,D,F,F,B,K,M,A,F,I,P,E,F
I,M,B,H,K,H,F,M,F,A,L,P,K,P,I,M
L,J,L,F,C,I,F,B,C,P,N,O,H,F,B,C
I,D,B,K,K,F,M,B,L,C,C,F,I,F,C,F
I,B,B,H,I,M,F,H,K,F,F,P,I,F,H,F
B,P,C,F,K,M,F,B,I,M,J,F,I,L,E,F
D,E,D,E,E,I,O,B,I,N,L,C,E,F,K,F
C,P,M,F,B,C,F,B,F,N,F,M,K,F,H,H
H,C,M,B,B,H,F,B,C,P,F,L,I,F,I,M
D,D,D,D,E,O,B,C,B,A,B,P,E,M,E,F
B,M,C,N,N,F,C,H,D,M,C,M,M,L,M,P
I,H,B,B,B,F,C,C,B,M,M,F,M,H,K,M
B,L,C,M,C,M,H,C,I,F,C,N,B,F,M,F
I,B,B,C,K,M,C,G,K,M,F,F,I,F,E,F
C,P,F,F,F,M,P,C,I,H,C,P,B,M,M,M
M,L,P,C,F,F,M,I,C,P,H,F,I,F,I,F
H,L,C,M,B,B,M,H,M,P,F,J,I,F,B,M
I,C,B,B,B,F,F,C,H,C,M,L,I,F,I,M
B,M,H,H,B,M,F,H,M,M,B,C,C,M,H,F
M,G,F,F,H,N,M,K,M,N,I,H,I,N,B,L
I,H,H,B,K,M,L,D,C,A,H,H,D,P,K,F
K,M,I,H,K,M,M,L,C,M,C,F,I,F,B,F
L,P,C,J,C,C,L,H,K,O,F,M,I,F,O,H
F,J,M,F,C,M,M,B,M,P,C,M,C,M,F,B
I,M,H,H,I,M,B,D,M,F,K,L,D,C,K,F
K,D,K,D,D,M,M,M,H,C,C,M,D,F,M,F
B,C,C,B,I,M,M,D,F,P,F,F,I,F,I,M
B,I,H,H,I,M,M,O,D,M,L,F,F,C,E,F
I,I,H,K,I,M,M,I,C,P,C,F,I,F,I,M
K,M,I,H,K,M,M,I,N,F,C,F,E,F,M,F
B,L,H,N,M,F,C,F,B,H,C,M,B,F,C,P
C,P,H,H,K,H,L,K,M,O,M,H,K,P,B,B
K,I,I,K,D,B,F,B,H,N,P,L,I,L,D,C
D,I,K,K,D,P,K,I,D,L,K,L,K,C,D,M
H,M,C,F,M,C,N,B,B,F,M,C,B,L,M,M
D,I,K,D,D,C,H,D,M,F,I,P,E,M,K,F
K,E,K,D,D,M,F,I,E,M,F,F,C,L,E,F
I,M,H,H,H,M,L,C,I,M,M,L,H,L,H,P
M,N,N,F,H,M,M,D,L,P,C,F,I,F,B,M
I,C,B,B,I,I,A,H,D,N,M,B,E,L,I,F
I,M,I,B,D,K,J,H,K,O,L,B,E,F,I,C
H,L,F,C,B,N,C,B,H,P,D,B,H,F,D,M
F,G,F,F,C,D,M,K,I,L,P,L,L,P,D,H
D,C,E,F,D,M,M,B,B,M,C,F,E,F,E,F
B,P,H,M,I,F,J,D,H,C,P,L,E,F,E,F
K,I,I,I,K,F,F,C,K,H,M,P,K,L,H,P
C,L,H,B,K,M,L,C,I,A,H,B,B,L,B,M
B,H,C,B,H,M,F,H,I,M,M,F,M,N,M,F
B,N,C,F,B,C,N,K,I,C,N,L,K,P,D,F
B,F,H,C,I,F,F,D,C,A,H,H,D,P,K,L
C,F,L,M,P,F,M,B,H,M,C,M,O,F,C,B
H,L,M,M,M,H,L,C,B,F,M,L,H,L,M,P
K,M,I,B,D,M,M,B,B,M,C,F,I,F,B,F
H,L,M,F,L,M,C,H,B,C,H,F,M,P,M,L
B,F,C,C,B,M,L,K,L,N,M,C,D,F,C,C
K,D,I,K,K,M,L,C,H,F,M,C,H,L,D,C
C,N,L,F,H,C,F,C,F,M,L,P,I,L,D,F
K,F,I,C,D,L,H,B,M,O,B,N,D,C,D,M
C,L,F,M,C,C,C,F,C,C,C,L,C,M,H,N
D,I,I,D,D,M,O,K,K,M,P,F,K,P,D,F
B,L,H,M,B,H,C,C,H,L,M,O,K,F,B,P
C,M,L,H,B,L,C,I,C,P,I,M,C,F,H,L
I,F,I,C,D,D,O,B,H,O,N,F,E,F,K,C
I,I,B,K,K,M,M,C,C,M,C,H,H,F,I,M
H,N,C,F,C,C,C,C,H,C,H,F,H,M,B,P
C,L,C,M,B,I,F,H,M,N,P,L,I,L,K,C
H,N,M,F,M,H,C,I,M,C,C,L,B,F,C,L
H,F,M,C,H,F,H,I,H,M,M,L,B,F,P,L
I,F,I,H,D,D,A,B,B,O,N,C,E,F,K,C
M,L,M,B,I,C,P,D,I,F,P,M,M,O,D,M
H,N,H,F,K,E,E,C,C,E,D,H,E,F,E,F
B,H,F,B,I,M,M,D,L,P,C,F,K,F,I,M
B,M,C,H,C,F,C,B,I,F,C,F,B,F,P,P
D,D,D,K,D,B,F,H,F,M,C,A,E,F,C,L
D,D,K,K,D,M,M,F,H,M,C,M,K,F,M,L
H,H,M,F,B,L,F,B,K,M,F,F,L,L,E,F
C,L,F,M,C,C,M,F,C,C,C,N,C,F,F,I
I,K,B,I,I,H,N,K,K,F,L,L,C,N,E,F
C,P,L,F,B,F,M,D,L,P,H,F,I,F,B,F
H,L,M,C,H,C,F,M,M,M,C,M,I,M,I,F
B,H,C,H,C,F,M,H,H,M,C,M,H,F,L,P
H,N,C,L,B,C,F,L,M,P,M,N,K,N,B,L
B,M,H,C,I,F,H,F,M,M,B,L,I,F,B,F
H,F,C,M,I,L,F,F,C,H,F,L,I,M,H,L
B,M,C,M,I,F,F,M,C,H,M,F,I,F,H,L
I,D,I,K,K,M,M,H,H,C,C,C,K,F,C,L
H,N,F,F,L,C,M,I,B,F,F,L,M,P,M,C
K,H,B,I,K,C,M,K,F,N,M,L,K,F,B,F
B,N,B,F,I,J,I,H,H,A,D,L,E,M,E,F
C,M,F,F,M,F,F,H,M,M,H,F,B,P,P,F
B,L,H,M,B,M,C,F,B,M,H,L,I,F,I,F
H,L,M,C,B,P,P,D,M,I,N,M,D,N,K,L
F,N,F,F,B,K,N,B,H,A,A,F,D,N,K,C
I,F,H,C,I,C,H,I,E,C,D,F,K,C,D,M
I,M,H,H,I,F,K,K,K,M,D,F,K,M,I,M
B,M,H,H,H,L,H,H,K,M,C,P,H,P,I,L
H,L,M,C,I,F,F,B,F,N,C,M,K,F,H,M
B,F,H,C,K,B,H,K,L,H,D,L,D,M,I,C
B,C,H,F,M,P,L,H,I,C,M,F,C,N,M,H
B,M,C,H,H,C,M,M,B,M,C,F,I,P,M,L
C,H,M,F,B,F,M,A,K,C,L,F,L,C,E,F
B,M,C,H,H,M,M,H,C,M,C,F,C,F,I,M
B,F,B,C,B,C,M,L,M,C,H,C,K,F,I,F
K,B,I,K,K,M,M,H,L,C,C,F,K,F,M,F
H,M,H,L,C,M,P,B,I,M,P,P,I,P,C,M
F,G,F,F,C,M,M,K,L,O,M,F,C,H,F,H
F,A,F,M,B,L,M,I,M,L,I,C,H,F,B,F
D,I,D,D,D,M,M,K,M,M,C,F,E,F,K,F
I,C,B,B,D,M,H,A,H,M,J,F,I,L,E,F
F,J,C,F,H,F,M,H,H,L,B,L,M,H,C,N
B,P,C,F,H,F,C,L,C,F,C,N,B,L,B,F
B,F,C,C,B,C,M,K,C,P,M,P,I,F,I,F
H,P,M,F,B,P,K,C,H,G,H,A,E,M,E,M
I,F,B,C,K,M,M,B,A,P,C,F,E,F,F,F
B,B,H,H,K,M,P,G,K,M,K,F,I,F,E,F
D,D,K,D,E,M,P,K,K,M,O,F,D,N,E,F
M,P,L,F,C,C,F,F,C,H,C,A,C,F,H,C
I,M,H,H,B,M,M,H,C,M,C,L,C,F,I,M
H,N,M,F,F,M,M,B,F,C,C,C,I,F,I,M
M,P,C,H,B,F,L,I,B,N,C,H,I,L,C,M
I,K,I,I,K,F,F,M,H,F,H,M,K,F,F,F
D,E,K,D,D,C,L,M,I,M,H,M,K,M,B,P
K,I,I,K,K,F,M,I,F,C,C,C,K,F,C,F
H,L,H,P,C,F,C,M,H,L,C,L,I,F,C,F
I,K,B,B,K,F,F,C,M,H,L,F,I,L,D,F
C,N,C,F,B,B,O,I,M,O,P,B,D,N,K,B
B,B,H,C,I,F,F,C,L,H,C,M,E,F,L,F
I,H,H,C,B,M,P,B,B,F,M,M,I,L,C,H
H,M,M,C,C,M,B,H,H,C,H,L,H,B,M,M
I,M,B,H,K,B,F,M,M,M,F,J,D,F,B,P
H,P,M,M,F,F,H,F,B,F,C,F,I,L,F,I
C,L,L,C,H,M,L,K,H,P,H,C,C,L,D,M
K,M,B,B,D,F,J,D,C,C,N,F,E,F,E,F
C,L,L,C,H,F,M,I,C,P,H,F,I,F,I,M
C,N,F,L,I,F,M,I,M,G,H,P,D,C,D,M
I,H,B,I,I,M,L,H,H,M,C,C,H,L,K,C
H,N,C,F,C,F,M,F,H,M,C,M,K,F,L,F
D,D,K,K,D,M,O,I,C,M,P,L,D,N,D,F
K,D,K,I,K,H,P,B,H,P,L,C,D,P,I,M
B,M,C,H,M,F,F,B,I,C,M,M,M,L,M,M
I,F,H,C,I,M,O,B,C,M,N,F,K,O,D,F
C,N,C,C,B,H,L,H,M,P,M,C,H,F,C,H
D,E,K,D,E,M,M,B,H,M,C,F,K,F,B,F
M,P,M,H,I,H,F,I,F,P,N,N,B,N,B,H
K,I,I,K,D,F,P,D,C,H,N,L,D,N,D,F
D,D,K,D,D,H,N,M,K,P,C,B,D,L,I,F
C,P,M,F,H,I,M,B,M,P,F,G,B,L,H,C
B,M,H,L,H,L,P,M,D,I,M,O,I,P,H,N
B,K,B,B,B,M,M,H,H,C,C,C,K,F,C,L
K,C,B,B,B,C,C,I,K,M,H,M,K,F,L,I
B,F,H,C,I,B,I,H,L,D,D,H,D,C,D,H
K,D,I,D,D,M,B,K,E,M,K,F,K,C,K,F
H,P,M,M,C,C,M,H,C,C,H,M,I,M,H,F
I,C,H,B,K,P,N,K,M,I,N,F,D,N,D,L
B,L,H,M,H,F,C,M,B,L,B,F,I,F,K,F
K,D,I,K,D,F,C,M,H,C,C,F,I,F,B,F
B,F,B,C,B,F,M,H,L,M,H,M,K,F,F,F
M,N,C,C,B,C,C,H,H,M,F,L,H,F,I,L
H,N,M,F,B,L,C,K,M,M,C,C,E,L,B,M
C,P,F,F,N,M,M,I,K,M,C,M,I,F,O,K
K,I,B,K,K,M,M,K,M,N,M,L,K,F,B,F
D,E,D,E,E,F,M,I,C,H,C,M,E,F,M,F
H,H,M,F,L,F,M,H,D,C,C,L,L,O,M,A
B,F,B,C,B,I,F,H,L,M,C,J,E,F,C,F
C,L,C,B,I,K,F,K,I,L,N,L,M,L,D,C
I,I,I,H,D,F,H,A,H,C,A,F,I,L,E,F
B,F,H,C,I,F,M,F,M,M,C,K,I,F,B,F
K,I,I,K,D,C,F,H,M,L,M,F,I,L,I,C
K,M,B,B,D,L,P,K,I,C,O,F,D,N,E,F
K,H,B,B,I,M,F,B,M,M,M,F,I,L,C,M
K,D,I,K,K,M,F,H,B,M,M,C,H,L,K,C
I,L,H,C,K,C,H,I,D,C,D,F,K,M,K,M
B,L,H,C,B,C,L,F,H,I,M,O,B,F,H,C
H,P,M,L,B,L,L,F,C,H,L,L,I,M,H,L
H,P,C,F,C,M,M,A,D,C,C,F,C,L,E,C
I,M,B,H,I,C,C,H,B,C,C,L,K,F,I,F
M,A,C,F,B,M,F,K,M,O,C,M,I,F,H,H
I,M,H,H,D,M,F,B,K,M,J,F,I,P,E,F
C,N,L,F,F,M,L,H,D,M,L,F,L,P,D,M
B,L,B,B,I,F,H,I,H,N,H,P,I,H,C,F
C,P,F,F,F,F,M,L,H,C,C,L,I,F,H,H
B,H,B,B,B,M,M,H,F,M,M,L,K,F,C,L
B,L,H,M,B,H,M,H,B,L,F,L,K,F,H,L
I,B,B,K,D,H,F,H,M,P,F,A,D,L,I,F
C,P,L,F,M,L,C,B,M,L,H,M,I,F,M,P
I,C,B,B,K,C,N,D,F,F,N,L,D,P,D,F
I,L,B,M,D,O,K,L,B,J,H,A,D,C,E,F
B,B,B,I,K,H,O,I,M,O,L,B,D,N,D,H
C,P,L,F,F,C,O,K,K,M,F,F,M,O,D,F
H,L,F,M,M,M,O,K,K,C,F,F,M,O,D,F
B,L,B,C,K,I,M,M,K,M,H,N,I,F,I,P
D,D,D,D,D,M,M,K,M,M,C,F,E,F,K,F
C,P,L,F,H,F,F,I,H,P,H,C,C,F,K,M
D,M,E,B,E,M,M,B,B,M,C,F,E,F,E,F
C,O,H,C,B,C,F,B,B,P,F,L,B,L,L,L
B,C,H,H,H,L,M,K,H,F,C,C,K,F,M,M
L,A,F,F,H,F,H,B,C,C,M,C,C,F,B,C
C,F,M,C,I,I,L,C,M,N,N,L,I,L,D,C
H,H,C,M,I,H,M,P,P,C,C,C,I,F,B,F
B,C,C,L,I,M,C,F,C,H,M,F,I,F,H,L
B,L,B,M,I,C,F,L,H,C,C,M,I,F,C,N
K,C,I,B,D,M,M,E,M,A,C,F,E,F,D,F
K,K,I,I,K,M,M,C,C,M,C,H,K,F,I,M
L,L,F,A,H,L,P,K,B,H,N,H,B,P,M,F
K,B,I,I,K,M,O,I,C,M,N,F,K,N,D,F
B,L,H,M,I,F,F,C,L,H,C,C,E,F,L,M
I,M,B,H,D,E,E,C,C,E,D,H,E,F,E,F
I,C,B,B,H,L,M,H,B,M,H,M,B,M,C,H
H,L,M,M,C,P,M,H,C,L,I,C,I,F,I,F
I,F,B,C,K,M,C,F,M,C,H,N,D,F,H,N
K,I,B,K,K,C,F,K,H,P,M,F,I,F,K,M
K,H,B,B,I,L,C,B,C,P,B,C,K,F,I,F
I,B,H,I,I,L,C,B,C,P,B,C,K,F,I,F
H,F,M,C,C,F,M,K,B,L,M,F,M,C,K,F
K,I,B,H,D,F,C,I,D,M,E,F,K,M,D,F
B,M,C,H,B,F,M,C,M,M,C,H,C,F,I,M
I,H,B,B,K,F,M,I,L,C,C,F,K,F,C,F
D,E,K,D,E,K,D,C,H,E,K,H,E,F,E,F
D,N,E,F,D,M,M,H,I,M,C,F,E,F,E,F
I,C,H,B,I,C,B,K,C,M,K,L,D,M,I,M
I,H,H,I,K,L,M,I,H,P,I,H,H,L,D,M
I,K,B,I,I,M,F,H,H,M,C,C,C,L,K,H
I,L,H,M,B,F,M,I,F,H,C,F,K,F,C,M
B,N,M,F,F,L,M,D,H,L,H,H,H,P,C,H
F,N,M,F,B,I,N,B,B,P,O,F,I,P,D,F
I,C,H,B,I,L,M,H,M,P,H,B,I,F,I,F
H,P,H,F,I,M,M,G,K,B,C,F,C,F,E,F
K,M,I,B,K,B,O,F,K,P,C,B,D,P,I,F
K,D,I,K,K,P,N,I,K,H,L,M,H,N,E,F
F,P,F,H,H,F,M,B,C,N,K,F,C,H,B,F
I,B,B,H,I,F,F,C,K,H,M,P,I,L,H,P
B,F,H,C,B,F,M,M,B,M,C,C,B,F,I,F
H,M,H,H,I,M,P,K,F,N,L,B,D,N,I,H
C,L,M,B,I,O,K,I,K,P,I,L,C,B,D,L
I,D,I,I,K,M,L,H,B,M,C,M,B,F,D,M
I,L,H,C,I,C,I,K,I,H,K,F,K,C,I,C
H,P,M,F,B,I,L,B,B,P,N,P,H,M,D,F
I,L,B,M,K,H,F,M,L,C,M,A,D,F,B,L
D,E,D,E,E,F,M,K,L,F,C,F,E,F,H,F
C,F,L,M,N,L,M,H,H,M,H,F,O,P,L,B
H,F,H,C,B,B,L,D,C,L,P,M,I,N,B,B
F,G,C,L,I,N,I,B,H,N,K,L,B,C,H,N
I,B,I,H,D,D,O,H,B,N,P,M,E,F,I,C
F,O,M,C,B,L,M,B,M,O,B,C,K,F,F,F
I,M,B,H,I,M,F,M,M,F,H,C,K,F,L,F
I,L,B,C,K,B,N,L,I,L,C,B,D,P,B,F
B,L,B,C,B,F,M,O,D,C,C,F,H,L,E,F
B,K,B,I,B,M,M,H,C,C,C,C,K,F,C,L
B,N,H,F,K,M,M,B,B,M,C,F,I,F,B,F
M,N,L,F,H,C,O,I,C,J,C,K,E,P,I,L
M,L,M,M,H,C,P,D,F,N,L,H,K,L,I,B
I,H,H,F,D,C,P,K,K,M,A,F,K,N,E,F
I,C,B,H,B,H,F,B,I,M,C,L,B,P,F,N
D,E,K,D,D,F,M,B,M,H,C,M,E,F,M,F
B,H,H,H,H,L,M,K,B,F,H,M,I,F,M,F
B,M,C,H,H,M,M,C,I,M,C,P,B,F,M,M
H,F,F,C,H,L,N,K,I,H,L,M,P,A,D,C
H,P,M,F,B,M,I,D,L,L,K,N,E,M,I,L
K,I,I,K,K,C,M,H,H,L,M,P,K,L,B,L
I,N,H,F,B,F,H,I,E,M,D,F,K,M,I,F
B,M,H,H,I,M,H,H,B,J,F,A,D,C,D,C
I,F,H,C,B,M,M,I,F,C,M,P,I,M,M,F
F,A,M,M,I,C,L,I,C,O,H,H,K,F,C,C
M,F,H,N,H,F,H,H,H,N,M,F,I,L,P,M
P,P,L,F,L,H,N,B,I,F,M,M,P,O,B,H
B,L,H,M,H,F,L,F,B,M,F,M,B,M,B,L
I,M,B,H,K,C,F,E,M,A,M,F,E,F,D,M
K,I,I,B,I,F,M,C,I,F,C,L,K,L,I,L
K,I,K,H,D,E,D,H,C,E,E,M,E,F,E,F
B,C,B,M,B,M,L,H,I,M,L,N,I,L,M,F
K,L,I,M,I,M,M,E,M,M,C,F,E,F,I,F
H,P,C,M,H,M,L,C,B,C,C,C,C,L,K,M
K,D,K,K,D,C,F,M,C,L,M,N,K,P,B,P
D,E,D,D,E,F,A,D,H,C,P,F,E,F,E,F
K,I,I,B,K,F,F,H,K,M,F,P,K,L,B,F
I,M,I,H,I,I,F,B,F,M,C,A,E,F,C,L
L,J,L,F,C,P,F,B,B,O,B,B,H,P,H,F
B,M,H,H,H,F,C,M,I,M,H,M,B,C,C,L
K,I,B,K,K,M,F,K,L,O,C,F,D,L,H,F
I,B,H,K,I,L,C,I,B,F,H,M,M,H,D,F
B,C,H,H,B,H,B,B,H,H,B,M,B,B,C,C
M,N,N,F,F,M,C,I,H,L,F,L,F,C,K,F
I,B,B,C,K,M,M,B,A,P,C,F,E,F,F,F
C,M,F,L,M,L,F,I,D,F,C,F,B,L,L,L
H,P,M,F,M,F,M,M,C,C,C,H,K,F,M,L
H,L,H,M,I,H,O,B,C,O,L,B,K,O,K,B
K,E,K,D,E,M,M,C,H,M,C,F,K,F,I,F
H,C,B,L,B,C,N,I,I,O,M,C,K,M,L,I
H,C,H,B,K,B,L,H,M,O,N,F,I,L,D,C
B,M,C,H,H,M,M,B,C,M,C,C,I,M,H,L
D,I,K,D,D,F,M,B,F,M,C,F,K,F,H,F
K,M,B,H,K,F,P,D,C,H,N,F,D,N,D,F
C,M,F,L,L,C,F,B,I,L,F,C,C,N,C,C
C,L,F,H,I,F,M,I,B,A,B,F,H,F,E,M
I,F,H,C,D,L,O,K,I,B,O,L,E,P,E,F
I,H,B,I,I,M,M,H,F,C,H,F,K,F,C,L
K,H,B,B,K,M,B,D,M,L,K,P,E,M,K,F
C,F,C,C,I,H,F,C,F,A,L,L,K,N,K,M
M,P,L,M,C,C,F,B,L,O,L,L,I,F,H,C
L,N,O,F,F,B,C,B,H,P,N,N,N,C,B,F
D,I,K,K,D,L,M,K,C,J,H,F,E,M,E,F
O,J,O,F,H,K,L,I,K,P,O,F,L,P,D,C
K,D,K,K,D,F,M,B,M,H,C,M,E,F,F,F
K,H,B,B,K,M,M,K,L,N,C,F,D,F,H,F
B,L,C,M,C,M,M,I,M,M,C,L,E,F,L,M
E,E,D,D,E,O,B,H,I,O,B,N,E,M,E,F
I,C,B,M,B,L,M,M,I,H,C,P,I,F,C,P
B,P,B,M,B,I,M,H,L,M,M,A,E,F,M,L
H,M,H,H,I,C,M,C,C,L,M,P,K,F,B,L
B,H,H,C,C,C,F,H,K,M,M,C,C,N,H,M
H,M,M,H,M,M,F,F,B,M,H,F,B,F,L,B
H,L,M,F,F,F,M,K,B,F,C,F,B,P,F,C
H,L,H,C,B,M,M,F,H,P,C,F,I,F,I,F
I,F,I,C,D,E,D,H,C,E,E,M,E,F,E,F
D,B,K,I,D,M,F,E,M,A,C,F,E,F,D,M
C,N,F,F,H,M,L,K,H,L,C,M,H,L,D,F
B,P,H,M,B,M,M,I,O,L,C,F,E,F,F,F
B,D,H,K,I,M,C,M,B,M,M,P,M,C,K,F
D,E,K,D,D,H,M,H,M,M,C,O,E,F,M,L
E,B,E,C,E,M,M,B,B,M,C,F,E,F,E,F
H,F,M,C,B,L,M,C,C,C,C,B,C,L,K,H
B,H,C,B,B,M,F,I,C,P,M,M,H,L,B,F
B,F,C,C,I,M,F,I,B,P,C,M,H,F,D,M
K,D,I,K,K,M,C,C,B,C,M,F,C,H,D,F
H,F,M,C,B,H,F,B,C,P,L,F,K,F,H,B
M,F,M,C,I,I,P,C,M,A,O,L,I,L,D,M
H,L,M,M,H,F,F,B,M,P,H,H,K,F,C,P
H,F,H,L,M,F,M,M,I,F,C,L,I,L,C,M
B,F,H,C,H,M,P,F,H,F,H,C,I,C,M,N
B,M,H,H,I,M,F,K,M,M,C,L,E,F,B,F
H,C,B,L,I,L,L,K,I,C,P,H,I,P,H,F
C,L,M,B,I,B,F,H,H,B,K,N,F,L,K,F
H,L,C,M,B,C,M,C,C,P,M,P,K,L,H,L
F,J,H,F,I,P,B,B,M,N,K,M,I,M,H,N
I,K,B,I,I,F,M,H,C,M,C,C,K,F,C,L
M,N,P,F,C,B,L,K,F,P,P,P,I,F,B,C
B,F,C,C,I,M,F,K,P,O,C,F,D,L,C,F
I,I,B,B,D,C,M,M,L,M,C,A,D,L,B,L
K,E,K,D,D,F,M,C,I,C,C,L,K,F,I,F
C,P,H,H,I,B,O,C,D,O,C,B,I,P,B,F
B,F,H,C,K,I,D,M,L,E,D,I,E,M,D,H
H,N,F,F,N,L,M,B,B,C,M,M,F,F,F,M
B,L,I,B,K,M,I,D,H,C,K,M,K,F,H,L
H,L,C,M,B,I,F,H,C,L,F,P,I,L,K,H
B,M,C,H,B,H,L,K,F,N,M,L,I,L,H,M
F,A,F,F,H,L,I,I,I,N,C,N,B,F,M,L
I,M,H,H,K,L,I,I,I,M,K,F,I,C,I,F
B,C,M,B,I,L,M,D,F,P,B,M,I,F,I,F
H,F,C,P,L,F,L,I,K,C,F,M,C,P,C,B
H,P,C,M,K,M,M,H,B,M,C,F,I,F,B,F
K,D,I,K,D,H,N,I,H,N,L,H,D,L,I,C
C,N,F,F,H,C,M,K,M,P,M,P,I,F,I,F
H,B,M,C,I,C,F,H,D,M,F,F,L,L,E,F
C,N,M,L,H,F,M,L,C,M,H,P,B,F,H,H
C,A,H,M,B,C,F,H,H,P,C,L,I,F,F,N
B,M,H,H,B,M,C,F,C,H,C,F,I,M,H,N
C,L,C,M,B,H,F,E,F,F,L,H,K,N,B,B
F,J,M,F,H,M,L,B,B,O,H,B,B,L,M,H
H,N,M,F,M,L,F,H,H,P,H,B,B,F,H,L
B,L,H,P,H,M,M,C,I,F,L,P,I,F,M,L
L,J,F,F,B,C,F,B,B,P,L,H,H,P,H,B
C,H,L,B,F,L,M,H,H,M,C,F,O,L,C,B
B,H,H,I,K,C,F,C,M,M,P,P,I,L,D,F
H,H,C,M,I,M,B,M,L,H,H,L,D,L,M,N
K,E,K,D,D,M,F,I,E,M,F,F,C,P,E,F
K,B,I,H,I,M,F,H,D,M,F,P,K,L,B,F
K,D,I,D,E,M,B,K,E,M,K,F,K,M,D,F
H,N,F,F,H,F,O,K,I,B,P,L,C,N,H,F
K,I,K,K,K,C,F,B,H,M,C,M,K,M,I,L
H,F,F,C,H,M,F,B,D,M,L,F,M,N,E,F
I,I,B,H,K,M,M,L,C,M,M,M,I,F,B,F
I,M,H,H,H,F,M,H,B,C,M,F,M,C,K,M
I,M,H,H,B,F,F,H,H,L,C,B,I,F,I,M
D,E,D,E,E,C,M,M,H,M,C,C,K,F,K,F
K,D,I,D,K,M,M,B,H,M,C,C,D,F,H,L
I,M,B,H,K,M,M,B,B,M,C,F,I,F,B,F
K,C,B,B,D,C,F,B,K,F,A,F,I,P,E,F
H,N,C,F,B,F,M,B,B,M,C,F,I,F,B,F
I,C,I,B,I,C,C,F,C,C,C,M,K,F,F,L
K,H,I,I,K,M,F,H,L,C,C,L,K,F,M,F
D,E,D,D,E,D,D,H,H,E,D,C,E,F,E,F
B,C,C,H,H,C,F,H,M,C,H,M,B,M,H,H
B,L,H,C,H,F,F,M,H,M,H,M,K,M,F,M
K,D,I,K,K,H,N,I,H,N,L,H,D,P,I,C
B,F,B,C,I,D,A,B,I,O,P,M,E,F,D,C
B,B,C,I,I,M,C,D,L,N,M,L,I,M,I,M
I,B,B,I,K,B,M,H,M,P,F,A,D,L,I,F
K,K,I,I,K,F,M,I,F,C,C,F,K,F,C,F
B,N,C,F,H,P,C,K,M,N,B,L,I,M,C,O
B,F,C,C,H,M,H,F,H,H,H,H,I,L,I,F
I,M,B,H,I,F,M,M,M,L,H,B,I,F,B,M
B,H,C,B,B,L,F,I,B,C,M,M,B,L,B,C
K,B,B,I,K,M,M,I,H,P,C,F,I,F,K,F
K,F,I,C,I,M,M,D,C,N,H,L,D,C,D,C
B,B,H,I,K,B,O,I,I,L,N,M,K,P,D,F
K,B,B,I,I,F,F,I,H,P,B,M,I,C,I,L
K,H,B,I,I,L,C,B,C,P,B,C,K,F,I,F
F,G,C,F,B,L,I,I,K,F,B,N,C,B,H,F
B,H,H,C,B,L,F,H,B,C,H,F,I,F,L,F
K,H,B,I,K,C,M,D,F,N,C,L,K,F,B,F
B,F,C,C,H,H,C,B,H,F,C,N,C,L,B,F
K,I,I,K,K,C,M,D,C,P,M,P,I,F,D,F
H,N,M,F,C,P,M,I,H,P,I,M,I,M,B,P
B,F,H,C,B,P,C,I,C,P,I,M,I,M,B,N
D,I,K,D,D,C,P,I,B,A,M,H,D,L,D,F
K,K,I,B,K,C,F,M,M,F,F,A,D,L,B,P
H,P,C,F,M,F,L,I,M,F,C,F,K,P,A,M
